Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2009,MATCH 15,"Newlands, Cape Town","APR, SUN 26 , 8:00 pm IST",PUNJAB KINGS WON BY 27 RUNS,Punjab Kings 139/6 (20 OV),Rajasthan Royals 112/7 (20 OV ),https://www.iplt20.com/match/2009/10073
2009,MATCH 14,Port Elizabeth,"APR, SUN 26 , 4:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Royal Challengers Bangalore 149/7 (20 OV),Delhi Daredevils 150/4 (19.2 OV ),https://www.iplt20.com/match/2009/10072
2009,MATCH 13,"Newlands, Cape Town","APR, SAT 25 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,Chennai Super Kings,Kolkata Knight Riders,https://www.iplt20.com/match/2009/10071
2009,MATCH 12,"Kingsmead, Durban","APR, SAT 25 , 4:00 pm IST",DECCAN CHARGERS WON BY 12 RUNS,Deccan Chargers 168/9 (20 OV),Mumbai Indians 156/7 (20 OV ),https://www.iplt20.com/match/2009/10070
2009,MATCH 11,"Kingsmead, Durban","APR, FRI 24 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Royal Challengers Bangalore 168/9 (20 OV),Punjab Kings 173/3 (19 OV ),https://www.iplt20.com/match/2009/10069
2009,MATCH 10,"Newlands, Cape Town","APR, THU 23 , 8:00 pm IST",ROYALS WON THE ONE-OVER ELIMINATOR,Kolkata Knight Riders 150/8 (20 OV),Rajasthan Royals 150/6 (20 OV ),https://www.iplt20.com/match/2009/10068
2009,MATCH 9,"Kingsmead, Durban","APR, THU 23 , 4:00 pm IST",DELHI DAREDEVILS WON BY 9 RUNS,Chennai Super Kings 180/9 (20 OV),Delhi Daredevils 189/5 (20 OV ),https://www.iplt20.com/match/2009/10067
2009,MATCH 8,"Newlands, Cape Town","APR, WED 22 , 8:00 pm IST",DECCAN CHARGERS WON BY 24 RUNS,Royal Challengers Bangalore 160/8 (20 OV),Deccan Chargers 184/6 (20 OV ),https://www.iplt20.com/match/2009/10066
2009,MATCH 7,"Kingsmead, Durban","APR, TUE 21 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,Mumbai Indians,Rajasthan Royals,https://www.iplt20.com/match/2009/10065
2009,MATCH 6,"Kingsmead, Durban","APR, TUE 21 , 4:00 pm IST",KKR WON BY 11 RUNS (D/L METHOD),Punjab Kings 158/6 (20 OV),Kolkata Knight Riders 79/1 (9.2 OV ),https://www.iplt20.com/match/2009/10064
2009,MATCH 5,Port Elizabeth,"APR, MON 20 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 92 RUNS,Royal Challengers Bangalore 87 (15.2 OV),Chennai Super Kings 179/5 (20 OV ),https://www.iplt20.com/match/2009/10063
2009,MATCH 4,"Newlands, Cape Town","APR, SUN 19 , 8:00 pm IST",DECCAN CHARGERS WON BY 8 WICKETS,Deccan Chargers 104/2 (13.1 OV),Kolkata Knight Riders 101 (19.4 OV ),https://www.iplt20.com/match/2009/10062
2009,MATCH 3,"Newlands, Cape Town","APR, SUN 19 , 4:00 pm IST",DD WON BY 10 WICKETS (D/L METHOD),Delhi Daredevils 58/0 (4.5 OV),Punjab Kings 104/7 (12 OV ),https://www.iplt20.com/match/2009/10061
2009,MATCH 2,"Newlands, Cape Town","APR, SAT 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 75 RUNS,Royal Challengers Bangalore 133/8 (20 OV),Rajasthan Royals 58 (15.1 OV ),https://www.iplt20.com/match/2009/10060
2009,MATCH 1,"Newlands, Cape Town","APR, SAT 18 , 4:00 pm IST",MUMBAI INDIANS WON BY 19 RUNS,Chennai Super Kings 146/7 (20 OV),Mumbai Indians 165/7 (20 OV ),https://www.iplt20.com/match/2009/10059
2010,MATCH 60,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 22 RUNS,Chennai Super Kings 168/5 (20 OV),Mumbai Indians 146/9 (20 OV ),https://www.iplt20.com/match/2010/10177
2010,MATCH 59,"DY Patil Stadium, NAVI MUMBAI","APR, SAT 24 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,Royal Challengers Bangalore 86/1 (13.5 OV),Deccan Chargers 82 (18.3 OV ),https://www.iplt20.com/match/2010/10176
2010,MATCH 58,"DY Patil Stadium, NAVI MUMBAI","APR, THU 22 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 38 RUNS,Chennai Super Kings 142/7 (20 OV),Deccan Chargers 104 (19.2 OV ),https://www.iplt20.com/match/2010/10175
2010,MATCH 57,"DY Patil Stadium, NAVI MUMBAI","APR, WED 21 , 8:00 pm IST",MUMBAI INDIANS WON BY 35 RUNS,Royal Challengers Bangalore 149/9 (20 OV),Mumbai Indians 184/5 (20 OV ),https://www.iplt20.com/match/2010/10174
2010,MATCH 56,"Eden Gardens, Kolkata","APR, MON 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,Kolkata Knight Riders 135/1 (17.3 OV),Mumbai Indians 133/8 (20 OV ),https://www.iplt20.com/match/2010/10173
2010,MATCH 55,"Arun Jaitley Stadium, Delhi","APR, SUN 18 , 8:00 pm IST",DECCAN CHARGERS WON BY 11 RUNS,Delhi Daredevils 134/7 (20 OV),Deccan Chargers 145/7 (20 OV ),https://www.iplt20.com/match/2010/10172
2010,MATCH 54,"HPCA Stadium, Dharamsala","APR, SUN 18 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Punjab Kings 192/3 (20 OV),Chennai Super Kings 195/4 (19.4 OV ),https://www.iplt20.com/match/2010/10171
2010,MATCH 53,"Eden Gardens, Kolkata","APR, SAT 17 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders 133/2 (16.1 OV),Rajasthan Royals 132/9 (20 OV ),https://www.iplt20.com/match/2010/10170
2010,MATCH 52,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 17 , 4:00 pm IST",MUMBAI INDIANS WON BY 57 RUNS,Royal Challengers Bangalore 134/9 (20 OV),Mumbai Indians 191/4 (20 OV ),https://www.iplt20.com/match/2010/10169
2010,MATCH 51,"HPCA Stadium, Dharamsala","APR, FRI 16 , 8:00 pm IST",DECCAN CHARGERS WON BY 5 WICKETS,Punjab Kings 174/3 (20 OV),Deccan Chargers 178/5 (19.1 OV ),https://www.iplt20.com/match/2010/10168
2010,MATCH 50,"M. A. Chidambaram Stadium, Chennai","APR, THU 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Chennai Super Kings 112/9 (20 OV),Delhi Daredevils 113/4 (18.4 OV ),https://www.iplt20.com/match/2010/10167
2010,MATCH 49,"Sawai Mansingh Stadium, Jaipur","APR, WED 14 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,Rajasthan Royals 130/6 (20 OV),Royal Challengers Bangalore 132/5 (15.4 OV ),https://www.iplt20.com/match/2010/10166
2010,MATCH 48,"M. A. Chidambaram Stadium, Chennai","APR, TUE 13 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,Chennai Super Kings 143/1 (13.3 OV),Kolkata Knight Riders 139/8 (20 OV ),https://www.iplt20.com/match/2010/10165
2010,MATCH 47,"Brabourne Stadium, Mumbai","APR, TUE 13 , 4:00 pm IST",MUMBAI INDIANS WON BY 39 RUNS,Mumbai Indians 183/4 (20 OV),Delhi Daredevils 144/7 (20 OV ),https://www.iplt20.com/match/2010/10164
2010,MATCH 46,"Vidarbha Cricket Association Stadium, Nagpur","APR, MON 12 , 8:00 pm IST",DECCAN CHARGERS WON BY 13 RUNS,Deccan Chargers 151/6 (20 OV),Royal Challengers Bangalore 138 (19.4 OV ),https://www.iplt20.com/match/2010/10163
2010,MATCH 45,"Sawai Mansingh Stadium, Jaipur","APR, SUN 11 , 8:00 pm IST",MUMBAI INDIANS WON BY 37 RUNS,Rajasthan Royals 137/8 (20 OV),Mumbai Indians 174/5 (20 OV ),https://www.iplt20.com/match/2010/10162
2010,MATCH 44,"Arun Jaitley Stadium, Delhi","APR, SUN 11 , 4:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Delhi Daredevils 111 (19.4 OV),Punjab Kings 112/3 (18.4 OV ),https://www.iplt20.com/match/2010/10161
2010,MATCH 43,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 10 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,Royal Challengers Bangalore 162/3 (17.1 OV),Kolkata Knight Riders 160/9 (20 OV ),https://www.iplt20.com/match/2010/10160
2010,MATCH 42,"Vidarbha Cricket Association Stadium, Nagpur","APR, SAT 10 , 4:00 pm IST",DECCAN CHARGERS WON BY 6 WICKETS,Deccan Chargers 139/4 (19.1 OV),Chennai Super Kings 138/8 (20 OV ),https://www.iplt20.com/match/2010/10159
2010,MATCH 41,"IS Bindra Stadium, Mohali","APR, FRI 9 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 158/4 (19.2 OV),Mumbai Indians 154/9 (20 OV ),https://www.iplt20.com/match/2010/10158
2010,MATCH 40,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 8 , 8:00 pm IST",DECCAN CHARGERS WON BY 7 WICKETS,Royal Challengers Bangalore 184/6 (20 OV),Deccan Chargers 186/3 (19.2 OV ),https://www.iplt20.com/match/2010/10157
2010,MATCH 39,"Eden Gardens, Kolkata","APR, WED 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 14 RUNS,Kolkata Knight Riders 181/3 (20 OV),Delhi Daredevils 167/8 (20 OV ),https://www.iplt20.com/match/2010/10156
2010,MATCH 38,"Sawai Mansingh Stadium, Jaipur","APR, WED 7 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 9 WICKETS,Rajasthan Royals 157/1 (15 OV),Punjab Kings 153/6 (20 OV ),https://www.iplt20.com/match/2010/10155
2010,MATCH 37,"M. A. Chidambaram Stadium, Chennai","APR, TUE 6 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 24 RUNS,Chennai Super Kings 165/4 (20 OV),Mumbai Indians 141/9 (20 OV ),https://www.iplt20.com/match/2010/10154
2010,MATCH 36,"Vidarbha Cricket Association Stadium, Nagpur","APR, MON 5 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 2 RUNS,Deccan Chargers 157 (19.5 OV),Rajasthan Royals 159 (19.5 OV ),https://www.iplt20.com/match/2010/10153
2010,MATCH 35,"Arun Jaitley Stadium, Delhi","APR, SUN 4 , 8:00 pm IST",DELHI DAREDEVILS WON BY 37 RUNS,Delhi Daredevils 184/5 (20 OV),Royal Challengers Bangalore 147/9 (20 OV ),https://www.iplt20.com/match/2010/10152
2010,MATCH 34,"Eden Gardens, Kolkata","APR, SUN 4 , 4:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Kolkata Knight Riders 200/3 (20 OV),Punjab Kings 204/2 (18.2 OV ),https://www.iplt20.com/match/2010/10151
2010,MATCH 33,"Brabourne Stadium, Mumbai","APR, SAT 3 , 8:00 pm IST",MUMBAI INDIANS WON BY 63 RUNS,Mumbai Indians 178/5 (20 OV),Deccan Chargers 115 (18.2 OV ),https://www.iplt20.com/match/2010/10150
2010,MATCH 32,"M. A. Chidambaram Stadium, Chennai","APR, SAT 3 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 23 RUNS,Chennai Super Kings 246/5 (20 OV),Rajasthan Royals 223/5 (20 OV ),https://www.iplt20.com/match/2010/10149
2010,MATCH 31,"IS Bindra Stadium, Mohali","APR, FRI 2 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,Punjab Kings 181/5 (20 OV),Royal Challengers Bangalore 184/4 (19.1 OV ),https://www.iplt20.com/match/2010/10148
2010,MATCH 30,"Eden Gardens, Kolkata","APR, THU 1 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 24 RUNS,Kolkata Knight Riders 181/6 (20 OV),Deccan Chargers 157/5 (20 OV ),https://www.iplt20.com/match/2010/10147
2010,MATCH 29,"Arun Jaitley Stadium, Delhi","MAR, WED 31 , 8:00 pm IST",DELHI DAREDEVILS WON BY 67 RUNS,Delhi Daredevils 188/6 (20 OV),Rajasthan Royals 121 (17.4 OV ),https://www.iplt20.com/match/2010/10146
2010,MATCH 28,"M. A. Chidambaram Stadium, Chennai","MAR, WED 31 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 162/5 (18.5 OV),Royal Challengers Bangalore 161/4 (20 OV ),https://www.iplt20.com/match/2010/10145
2010,MATCH 27,"Brabourne Stadium, Mumbai","MAR, TUE 30 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Mumbai Indians 164/6 (19.3 OV),Punjab Kings 163 (20 OV ),https://www.iplt20.com/match/2010/10144
2010,MATCH 26,"Arun Jaitley Stadium, Delhi","MAR, MON 29 , 8:00 pm IST",DELHI DAREDEVILS WON BY 40 RUNS,Delhi Daredevils 177/4 (20 OV),Kolkata Knight Riders 137/9 (20 OV ),https://www.iplt20.com/match/2010/10143
2010,MATCH 25,"DY Patil Stadium, NAVI MUMBAI","MAR, SUN 28 , 8:00 pm IST",MUMBAI INDIANS WON BY 41 RUNS,Deccan Chargers 131 (17.4 OV),Mumbai Indians 172/7 (20 OV ),https://www.iplt20.com/match/2010/10142
2010,MATCH 24,"Narendra Modi Stadium, Ahmedabad","MAR, SUN 28 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 17 RUNS,Rajasthan Royals 177/8 (20 OV),Chennai Super Kings 160/6 (20 OV ),https://www.iplt20.com/match/2010/10141
2010,MATCH 23,"IS Bindra Stadium, Mohali","MAR, SAT 27 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 39 RUNS,Punjab Kings 144/6 (20 OV),Kolkata Knight Riders 183/5 (20 OV ),https://www.iplt20.com/match/2010/10140
2010,MATCH 22,"Narendra Modi Stadium, Ahmedabad","MAR, FRI 26 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,Rajasthan Royals 151/2 (15.4 OV),Deccan Chargers 148/9 (20 OV ),https://www.iplt20.com/match/2010/10139
2010,MATCH 21,"Brabourne Stadium, Mumbai","MAR, THU 25 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 181/5 (19 OV),Chennai Super Kings 180/2 (20 OV ),https://www.iplt20.com/match/2010/10138
2010,MATCH 20,"M. Chinnaswamy Stadium, Bengaluru","MAR, THU 25 , 4:00 pm IST",DELHI DAREDEVILS WON BY 17 RUNS,Royal Challengers Bangalore 166/9 (20 OV),Delhi Daredevils 183/4 (20 OV ),https://www.iplt20.com/match/2010/10137
2010,MATCH 19,"IS Bindra Stadium, Mohali","MAR, WED 24 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 31 RUNS,Punjab Kings 152 (19.1 OV),Rajasthan Royals 183/5 (20 OV ),https://www.iplt20.com/match/2010/10136
2010,MATCH 18,"M. Chinnaswamy Stadium, Bengaluru","MAR, TUE 23 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 36 RUNS,Royal Challengers Bangalore 171/5 (20 OV),Chennai Super Kings 135/7 (20 OV ),https://www.iplt20.com/match/2010/10135
2010,MATCH 17,"Brabourne Stadium, Mumbai","MAR, MON 22 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians 156/3 (18.3 OV),Kolkata Knight Riders 155/3 (20 OV ),https://www.iplt20.com/match/2010/10134
2010,MATCH 16,"M. A. Chidambaram Stadium, Chennai","MAR, SUN 21 , 8:00 pm IST",KINGS XI PUNJAB WON THE 1-OVER ELIMINATOR,Chennai Super Kings 136/7 (20 OV),Punjab Kings 136/8 (20 OV ),https://www.iplt20.com/match/2010/10133
2010,MATCH 15,"Barabati Stadium, Cuttack","MAR, SUN 21 , 4:00 pm IST",DECCAN CHARGERS WON BY 10 RUNS,Deccan Chargers 171/6 (20 OV),Delhi Daredevils 161/9 (20 OV ),https://www.iplt20.com/match/2010/10132
2010,MATCH 14,"Brabourne Stadium, Mumbai","MAR, SAT 20 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,Mumbai Indians 151/9 (20 OV),Royal Challengers Bangalore 155/3 (19.1 OV ),https://www.iplt20.com/match/2010/10131
2010,MATCH 13,"Narendra Modi Stadium, Ahmedabad","MAR, SAT 20 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 34 RUNS,Rajasthan Royals 168/7 (20 OV),Kolkata Knight Riders 134/5 (20 OV ),https://www.iplt20.com/match/2010/10130
2010,MATCH 12,"Barabati Stadium, Cuttack","MAR, FRI 19 , 8:00 pm IST",DECCAN CHARGERS WON BY 6 RUNS,Deccan Chargers 170/7 (20 OV),Punjab Kings 164/8 (20 OV ),https://www.iplt20.com/match/2010/10129
2010,MATCH 11,"Arun Jaitley Stadium, Delhi","MAR, FRI 19 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Delhi Daredevils 185/6 (20 OV),Chennai Super Kings 190/5 (19.1 OV ),https://www.iplt20.com/match/2010/10128
2010,MATCH 10,"M. Chinnaswamy Stadium, Bengaluru","MAR, THU 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 WICKETS,Royal Challengers Bangalore 93/0 (10.4 OV),Rajasthan Royals 92 (19.5 OV ),https://www.iplt20.com/match/2010/10127
2010,MATCH 9,"Arun Jaitley Stadium, Delhi","MAR, WED 17 , 8:00 pm IST",MUMBAI INDIANS WON BY 98 RUNS,Delhi Daredevils 120/9 (16.3 OV),Mumbai Indians 218/7 (20 OV ),https://www.iplt20.com/match/2010/10126
2010,MATCH 8,"Eden Gardens, Kolkata","MAR, TUE 16 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 55 RUNS,Kolkata Knight Riders 109 (19.2 OV),Chennai Super Kings 164/3 (20 OV ),https://www.iplt20.com/match/2010/10125
2010,MATCH 7,"M. Chinnaswamy Stadium, Bengaluru","MAR, TUE 16 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,Royal Challengers Bangalore 204/2 (18.5 OV),Punjab Kings 203/3 (20 OV ),https://www.iplt20.com/match/2010/10124
2010,MATCH 6,"Narendra Modi Stadium, Ahmedabad","MAR, MON 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Rajasthan Royals 141/6 (20 OV),Delhi Daredevils 142/4 (17.1 OV ),https://www.iplt20.com/match/2010/10123
2010,MATCH 5,"M. A. Chidambaram Stadium, Chennai","MAR, SUN 14 , 8:00 pm IST",DECCAN CHARGERS WON BY 31 RUNS,Chennai Super Kings 159/9 (20 OV),Deccan Chargers 190/4 (20 OV ),https://www.iplt20.com/match/2010/10122
2010,MATCH 4,"Eden Gardens, Kolkata","MAR, SUN 14 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Kolkata Knight Riders 136/3 (19.2 OV),Royal Challengers Bangalore 135/7 (20 OV ),https://www.iplt20.com/match/2010/10121
2010,MATCH 3,"IS Bindra Stadium, Mohali","MAR, SAT 13 , 8:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,Punjab Kings 142/9 (20 OV),Delhi Daredevils 146/5 (19.5 OV ),https://www.iplt20.com/match/2010/10120
2010,MATCH 2,"Brabourne Stadium, Mumbai","MAR, SAT 13 , 4:00 pm IST",MUMBAI INDIANS WON BY 4 RUNS,Mumbai Indians 212/6 (20 OV),Rajasthan Royals 208/7 (20 OV ),https://www.iplt20.com/match/2010/10119
2010,MATCH 1,"DY Patil Stadium, NAVI MUMBAI","MAR, FRI 12 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 11 RUNS,Deccan Chargers 150/7 (20 OV),Kolkata Knight Riders 161/4 (20 OV ),https://www.iplt20.com/match/2010/10118
2011,MATCH 74,"M. A. Chidambaram Stadium, Chennai","MAY, SAT 28 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 58 RUNS,Chennai Super Kings 205/5 (20 OV),Royal Challengers Bangalore 147/8 (20 OV ),https://www.iplt20.com/match/2011/10251
2011,MATCH 73,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 27 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 43 RUNS,Royal Challengers Bangalore 185/4 (20 OV),Mumbai Indians 142/8 (20 OV ),https://www.iplt20.com/match/2011/10250
2011,MATCH 72,"Wankhede Stadium, Mumbai","MAY, WED 25 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Kolkata Knight Riders 147/7 (20 OV),Mumbai Indians 148/6 (19.2 OV ),https://www.iplt20.com/match/2011/10249
2011,MATCH 71,"Wankhede Stadium, Mumbai","MAY, TUE 24 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Royal Challengers Bangalore 175/4 (20 OV),Chennai Super Kings 177/4 (19.4 OV ),https://www.iplt20.com/match/2011/10248
2011,MATCH 70,"Eden Gardens, Kolkata","MAY, SUN 22 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Kolkata Knight Riders 175/7 (20 OV),Mumbai Indians 178/5 (20 OV ),https://www.iplt20.com/match/2011/10247
2011,MATCH 69,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 22 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,Royal Challengers Bangalore 129/2 (18 OV),Chennai Super Kings 128/8 (20 OV ),https://www.iplt20.com/match/2011/10246
2011,MATCH 68,"Arun Jaitley Stadium, Delhi","MAY, SAT 21 , 8:00 pm IST",NO RESULT,Delhi Daredevils 56/3 (10.1 OV),Pune Warriors India,https://www.iplt20.com/match/2011/10245
2011,MATCH 67,"HPCA Stadium, Dharamsala","MAY, SAT 21 , 4:00 pm IST",DECCAN CHARGERS WON BY 82 RUNS,Punjab Kings 116 (19 OV),Deccan Chargers 198/2 (20 OV ),https://www.iplt20.com/match/2011/10244
2011,MATCH 66,"Wankhede Stadium, Mumbai","MAY, FRI 20 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 10 WICKETS,Mumbai Indians 133/5 (20 OV),Rajasthan Royals 134/0 (13.1 OV ),https://www.iplt20.com/match/2011/10243
2011,MATCH 65,"DY Patil Stadium, NAVI MUMBAI","MAY, THU 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Pune Warriors India 118/7 (20 OV),Kolkata Knight Riders 119/3 (16.4 OV ),https://www.iplt20.com/match/2011/10242
2011,MATCH 64,"M. A. Chidambaram Stadium, Chennai","MAY, WED 18 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 11 RUNS,Chennai Super Kings 152/5 (20 OV),Kochi Tuskers Kerala 141/5 (20 OV ),https://www.iplt20.com/match/2011/10241
2011,MATCH 63,"HPCA Stadium, Dharamsala","MAY, TUE 17 , 8:00 pm IST",PUNJAB KINGS WON BY 111 RUNS,Punjab Kings 232/2 (20 OV),Royal Challengers Bangalore 121 (17 OV ),https://www.iplt20.com/match/2011/10240
2011,MATCH 62,"DY Patil Stadium, NAVI MUMBAI","MAY, MON 16 , 8:00 pm IST",DECCAN CHARGERS WON BY 6 WICKETS,Pune Warriors India 136/9 (20 OV),Deccan Chargers 138/4 (19.2 OV ),https://www.iplt20.com/match/2011/10239
2011,MATCH 61,"Holkar Cricket Stadium, Indore","MAY, SUN 15 , 8:00 pm IST",KOCHI TUSKERS KERALA WON BY 8 WICKETS,Kochi Tuskers Kerala 98/2 (7.2 OV),Rajasthan Royals 97 (18.3 OV ),https://www.iplt20.com/match/2011/10238
2011,MATCH 60,"HPCA Stadium, Dharamsala","MAY, SUN 15 , 4:00 pm IST",PUNJAB KINGS WON BY 29 RUNS,Punjab Kings 170/6 (20 OV),Delhi Daredevils 141/8 (20 OV ),https://www.iplt20.com/match/2011/10237
2011,MATCH 59,"Wankhede Stadium, Mumbai","MAY, SAT 14 , 8:00 pm IST",DECCAN CHARGERS WON BY 10 RUNS,Mumbai Indians 125/8 (20 OV),Deccan Chargers 135/6 (20 OV ),https://www.iplt20.com/match/2011/10236
2011,MATCH 58,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 14 , 4:00 pm IST",RCB WON BY 4 WICKETS (D/L METHOD),Royal Challengers Bangalore 105/6 (12.3 OV),Kolkata Knight Riders 89/4 (13 OV ),https://www.iplt20.com/match/2011/10235
2011,MATCH 57,"Holkar Cricket Stadium, Indore","MAY, FRI 13 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Kochi Tuskers Kerala 178/7 (20 OV),Punjab Kings 181/4 (18.5 OV ),https://www.iplt20.com/match/2011/10234
2011,MATCH 56,"M. A. Chidambaram Stadium, Chennai","MAY, THU 12 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 18 RUNS,Chennai Super Kings 176/4 (20 OV),Delhi Daredevils 158/6 (20 OV ),https://www.iplt20.com/match/2011/10233
2011,MATCH 55,"Sawai Mansingh Stadium, Jaipur","MAY, WED 11 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,Rajasthan Royals 146/6 (20 OV),Royal Challengers Bangalore 151/1 (17 OV ),https://www.iplt20.com/match/2011/10232
2011,MATCH 54,"IS Bindra Stadium, Mohali","MAY, TUE 10 , 8:00 pm IST",PUNJAB KINGS WON BY 76 RUNS,Punjab Kings 163/8 (20 OV),Mumbai Indians 87 (12.5 OV ),https://www.iplt20.com/match/2011/10231
2011,MATCH 53,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 10 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 6 WICKETS,Deccan Chargers 136/8 (20 OV),Pune Warriors India 137/4 (18.2 OV ),https://www.iplt20.com/match/2011/10230
2011,MATCH 52,"Sawai Mansingh Stadium, Jaipur","MAY, MON 9 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 63 RUNS,Rajasthan Royals 133 (19.3 OV),Chennai Super Kings 196/3 (20 OV ),https://www.iplt20.com/match/2011/10229
2011,MATCH 51,"IS Bindra Stadium, Mohali","MAY, SUN 8 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 5 WICKETS,Punjab Kings 119/8 (20 OV),Pune Warriors India 120/5 (17.1 OV ),https://www.iplt20.com/match/2011/10228
2011,MATCH 50,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 8 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,Royal Challengers Bangalore 128/1 (13.1 OV),Kochi Tuskers Kerala 125/9 (20 OV ),https://www.iplt20.com/match/2011/10227
2011,MATCH 49,"Wankhede Stadium, Mumbai","MAY, SAT 7 , 8:00 pm IST",MUMBAI INDIANS WON BY 32 RUNS,Mumbai Indians 178/4 (20 OV),Delhi Daredevils 146 (19.5 OV ),https://www.iplt20.com/match/2011/10226
2011,MATCH 48,"Eden Gardens, Kolkata","MAY, SAT 7 , 4:00 pm IST",KKR WON BY 10 RUNS (D/L METHOD),Kolkata Knight Riders 61/2 (10 OV),Chennai Super Kings 114/4 (20 OV ),https://www.iplt20.com/match/2011/10225
2011,MATCH 47,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 6 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 85 RUNS,Royal Challengers Bangalore 205/6 (20 OV),Punjab Kings 120/9 (20 OV ),https://www.iplt20.com/match/2011/10224
