Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2023,MATCH 25,"Rajiv Gandhi International Stadium, Hyderabad","APR, TUE 18 , 7:30 pm IST",MUMBAI INDIANS WON BY 14 RUNS,Sunrisers Hyderabad 178 (19.5 OV),Mumbai Indians 192/5 (20.0 OV ),https://www.iplt20.com/match/2023/880
2023,MATCH 24,"M Chinnaswamy Stadium, Bengaluru","APR, MON 17 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 8 RUNS,Royal Challengers Bengaluru 218/8 (20.0 OV),Chennai Super Kings 226/6 (20.0 OV ),https://www.iplt20.com/match/2023/879
2023,MATCH 23,"Narendra Modi Stadium, Ahmedabad","APR, SUN 16 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,Gujarat Titans 177/7 (20.0 OV),Rajasthan Royals 179/7 (19.2 OV ),https://www.iplt20.com/match/2023/878
2023,MATCH 22,"Wankhede Stadium, Mumbai","APR, SUN 16 , 3:30 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 186/5 (17.4 OV),Kolkata Knight Riders 185/6 (20.0 OV ),https://www.iplt20.com/match/2023/877
2023,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, SAT 15 , 7:30 pm IST",PUNJAB KINGS WON BY 2 WICKETS,Lucknow Super Giants 159/8 (20.0 OV),Punjab Kings 161/8 (19.3 OV ),https://www.iplt20.com/match/2023/876
2023,MATCH 20,"M Chinnaswamy Stadium, Bengaluru","APR, SAT 15 , 3:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 23 RUNS,Royal Challengers Bengaluru 174/6 (20.0 OV),Delhi Capitals 151/9 (20.0 OV ),https://www.iplt20.com/match/2023/875
2023,MATCH 19,"Eden Gardens, Kolkata","APR, FRI 14 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 23 RUNS,Kolkata Knight Riders 205/7 (20.0 OV),Sunrisers Hyderabad 228/4 (20.0 OV ),https://www.iplt20.com/match/2023/874
2023,MATCH 18,"Punjab Cricket Association IS Bindra Stadium, Mohali","APR, THU 13 , 7:30 pm IST",GUJARAT TITANS WON BY 6 WICKETS,Punjab Kings 153/8 (20.0 OV),Gujarat Titans 154/4 (19.5 OV ),https://www.iplt20.com/match/2023/873
2023,MATCH 17,"MA Chidambaram Stadium, Chennai","APR, WED 12 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 RUNS,Chennai Super Kings 172/6 (20.0 OV),Rajasthan Royals 175/8 (20.0 OV ),https://www.iplt20.com/match/2023/872
2023,MATCH 16,"Arun Jaitley Stadium, Delhi","APR, TUE 11 , 7:30 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,Delhi Capitals 172 (19.4 OV),Mumbai Indians 173/4 (20.0 OV ),https://www.iplt20.com/match/2023/871
2023,MATCH 15,"M Chinnaswamy Stadium, Bengaluru","APR, MON 10 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 1 WICKET,Royal Challengers Bengaluru 212/2 (20.0 OV),Lucknow Super Giants 213/9 (20.0 OV ),https://www.iplt20.com/match/2023/870
2023,MATCH 14,"Rajiv Gandhi International Stadium, Hyderabad","APR, SUN 9 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,Sunrisers Hyderabad 145/2 (17.1 OV),Punjab Kings 143/9 (20.0 OV ),https://www.iplt20.com/match/2023/869
2023,MATCH 13,"Narendra Modi Stadium, Ahmedabad","APR, SUN 9 , 3:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,Gujarat Titans 204/4 (20.0 OV),Kolkata Knight Riders 207/7 (20.0 OV ),https://www.iplt20.com/match/2023/868
2023,MATCH 12,"Wankhede Stadium, Mumbai","APR, SAT 8 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Mumbai Indians 157/8 (20.0 OV),Chennai Super Kings 159/3 (18.1 OV ),https://www.iplt20.com/match/2023/867
2023,MATCH 11,"Barsapara Cricket Stadium, Guwahati","APR, SAT 8 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 57 RUNS,Rajasthan Royals 199/4 (20.0 OV),Delhi Capitals 142/9 (20.0 OV ),https://www.iplt20.com/match/2023/866
2023,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, FRI 7 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 5 WICKETS,Lucknow Super Giants 127/5 (16.0 OV),Sunrisers Hyderabad 121/8 (20.0 OV ),https://www.iplt20.com/match/2023/865
2023,MATCH 9,"Eden Gardens, Kolkata","APR, THU 6 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 81 RUNS,Kolkata Knight Riders 204/7 (20.0 OV),Royal Challengers Bengaluru 123 (17.4 OV ),https://www.iplt20.com/match/2023/864
2023,MATCH 8,"Barsapara Cricket Stadium, Guwahati","APR, WED 5 , 7:30 pm IST",PUNJAB KINGS WON BY 5 RUNS,Rajasthan Royals 192/7 (20.0 OV),Punjab Kings 197/4 (20.0 OV ),https://www.iplt20.com/match/2023/863
2023,MATCH 7,"Arun Jaitley Stadium, Delhi","APR, TUE 4 , 7:30 pm IST",GUJARAT TITANS WON BY 6 WICKETS,Delhi Capitals 162/8 (20.0 OV),Gujarat Titans 163/4 (18.1 OV ),https://www.iplt20.com/match/2023/862
2023,MATCH 6,"MA Chidambaram Stadium, Chennai","APR, MON 3 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 12 RUNS,Chennai Super Kings 217/7 (20.0 OV),Lucknow Super Giants 205/7 (20.0 OV ),https://www.iplt20.com/match/2023/861
2023,MATCH 5,"M Chinnaswamy Stadium, Bengaluru","APR, SUN 2 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 8 WICKETS,Royal Challengers Bengaluru 172/2 (16.2 OV),Mumbai Indians 171/7 (20.0 OV ),https://www.iplt20.com/match/2023/860
2023,MATCH 4,"Rajiv Gandhi International Stadium, Hyderabad","APR, SUN 2 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 72 RUNS,Sunrisers Hyderabad 131/8 (20.0 OV),Rajasthan Royals 203/5 (20.0 OV ),https://www.iplt20.com/match/2023/859
2023,MATCH 3,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, SAT 1 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 50 RUNS,Lucknow Super Giants 193/6 (20.0 OV),Delhi Capitals 143/9 (20.0 OV ),https://www.iplt20.com/match/2023/858
2023,MATCH 2,"Punjab Cricket Association IS Bindra Stadium, Mohali","APR, SAT 1 , 3:30 pm IST",PUNJAB KINGS WON BY 7 RUNS (D/L METHOD),Punjab Kings 191/5 (20.0 OV),Kolkata Knight Riders 146/7 (16.0 OV ),https://www.iplt20.com/match/2023/857
2023,MATCH 1,"Narendra Modi Stadium, Ahmedabad","MAR, FRI 31 , 7:30 pm IST",GUJARAT TITANS WON BY 5 WICKETS,Gujarat Titans 182/5 (19.2 OV),Chennai Super Kings 178/7 (20.0 OV ),https://www.iplt20.com/match/2023/856
2024,FINAL,"MA Chidambaram Stadium, Chennai","MAY, SUN 26 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS (WINNERS),Kolkata Knight Riders 114/2 (10.3 OV),Sunrisers Hyderabad 113 (18.3 OV ),https://www.iplt20.com/match/2024/1456
2024,QUALIFIER 2,"MA Chidambaram Stadium, Chennai","MAY, FRI 24 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 36 RUNS (QUALIFIED),Sunrisers Hyderabad 175/9 (20.0 OV),Rajasthan Royals 139/7 (20.0 OV ),https://www.iplt20.com/match/2024/1455
2024,ELIMINATOR,"Narendra Modi Stadium, Ahmedabad","MAY, WED 22 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS (QUALIFIED),Rajasthan Royals 174/6 (19.0 OV),Royal Challengers Bengaluru 172/8 (20.0 OV ),https://www.iplt20.com/match/2024/1454
2024,QUALIFIER 1,"Narendra Modi Stadium, Ahmedabad","MAY, TUE 21 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS (QUALIFIED),Kolkata Knight Riders 164/2 (13.4 OV),Sunrisers Hyderabad 159 (19.3 OV ),https://www.iplt20.com/match/2024/1453
2024,MATCH 70,"Barsapara Cricket Stadium, Guwahati","MAY, SUN 19 , 7:30 pm IST",MATCH ABANDONED,Rajasthan Royals,Kolkata Knight Riders,https://www.iplt20.com/match/2024/1452
2024,MATCH 69,"Rajiv Gandhi International Stadium, Hyderabad","MAY, SUN 19 , 3:30 pm IST",SUNRISERS HYDERABAD WON BY 4 WICKETS,Sunrisers Hyderabad 215/6 (19.1 OV),Punjab Kings 214/5 (20.0 OV ),https://www.iplt20.com/match/2024/1451
2024,MATCH 68,"M Chinnaswamy Stadium, Bengaluru","MAY, SAT 18 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 27 RUNS,Royal Challengers Bengaluru 218/5 (20.0 OV),Chennai Super Kings 191/7 (20.0 OV ),https://www.iplt20.com/match/2024/1450
2024,MATCH 67,"Wankhede Stadium, Mumbai","MAY, FRI 17 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 18 RUNS,Mumbai Indians 196/6 (20.0 OV),Lucknow Super Giants 214/6 (20.0 OV ),https://www.iplt20.com/match/2024/1449
2024,MATCH 66,"Rajiv Gandhi International Stadium, Hyderabad","MAY, THU 16 , 7:30 pm IST",MATCH ABANDONED,Sunrisers Hyderabad,Gujarat Titans,https://www.iplt20.com/match/2024/1448
2024,MATCH 65,"Barsapara Cricket Stadium, Guwahati","MAY, WED 15 , 7:30 pm IST",PUNJAB KINGS WON BY 5 WICKETS,Rajasthan Royals 144/9 (20.0 OV),Punjab Kings 145/5 (18.5 OV ),https://www.iplt20.com/match/2024/1447
2024,MATCH 64,"Arun Jaitley Stadium, Delhi","MAY, TUE 14 , 7:30 pm IST",DELHI CAPITALS WON BY 19 RUNS,Delhi Capitals 208/4 (20.0 OV),Lucknow Super Giants 189/9 (20.0 OV ),https://www.iplt20.com/match/2024/1446
2024,MATCH 63,"Narendra Modi Stadium, Ahmedabad","MAY, MON 13 , 7:30 pm IST",MATCH ABANDONED,Gujarat Titans,Kolkata Knight Riders,https://www.iplt20.com/match/2024/1445
2024,MATCH 62,"M Chinnaswamy Stadium, Bengaluru","MAY, SUN 12 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 47 RUNS,Royal Challengers Bengaluru 187/9 (20.0 OV),Delhi Capitals 140 (19.1 OV ),https://www.iplt20.com/match/2024/1444
2024,MATCH 61,"MA Chidambaram Stadium, Chennai","MAY, SUN 12 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 145/5 (18.2 OV),Rajasthan Royals 141/5 (20.0 OV ),https://www.iplt20.com/match/2024/1443
2024,MATCH 60,"Eden Gardens, Kolkata","MAY, SAT 11 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 18 RUNS,Kolkata Knight Riders 157/7 (16.0 OV),Mumbai Indians 139/8 (16.0 OV ),https://www.iplt20.com/match/2024/1442
2024,MATCH 59,"Narendra Modi Stadium, Ahmedabad","MAY, FRI 10 , 7:30 pm IST",GUJARAT TITANS WON BY 35 RUNS,Gujarat Titans 231/3 (20.0 OV),Chennai Super Kings 196/8 (20.0 OV ),https://www.iplt20.com/match/2024/1441
2024,MATCH 58,"Himachal Pradesh Cricket Association Stadium, Dharamsala","MAY, THU 9 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 60 RUNS,Punjab Kings 181 (17.0 OV),Royal Challengers Bengaluru 241/7 (20.0 OV ),https://www.iplt20.com/match/2024/1440
2024,MATCH 57,"Rajiv Gandhi International Stadium, Hyderabad","MAY, WED 8 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 10 WICKETS,Sunrisers Hyderabad 167/0 (9.4 OV),Lucknow Super Giants 165/4 (20.0 OV ),https://www.iplt20.com/match/2024/1439
2024,MATCH 56,"Arun Jaitley Stadium, Delhi","MAY, TUE 7 , 7:30 pm IST",DELHI CAPITALS WON BY 20 RUNS,Delhi Capitals 221/8 (20.0 OV),Rajasthan Royals 201/8 (20.0 OV ),https://www.iplt20.com/match/2024/1438
2024,MATCH 55,"Wankhede Stadium, Mumbai","MAY, MON 6 , 7:30 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians 174/3 (17.2 OV),Sunrisers Hyderabad 173/8 (20.0 OV ),https://www.iplt20.com/match/2024/1437
2024,MATCH 54,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","MAY, SUN 5 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 98 RUNS,Lucknow Super Giants 137 (16.1 OV),Kolkata Knight Riders 235/6 (20.0 OV ),https://www.iplt20.com/match/2024/1436
2024,MATCH 53,"Himachal Pradesh Cricket Association Stadium, Dharamsala","MAY, SUN 5 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 28 RUNS,Punjab Kings 139/9 (20.0 OV),Chennai Super Kings 167/9 (20.0 OV ),https://www.iplt20.com/match/2024/1435
2024,MATCH 52,"M Chinnaswamy Stadium, Bengaluru","MAY, SAT 4 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 4 WICKETS,Royal Challengers Bengaluru 152/6 (13.4 OV),Gujarat Titans 147 (19.3 OV ),https://www.iplt20.com/match/2024/1434
2024,MATCH 51,"Wankhede Stadium, Mumbai","MAY, FRI 3 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 24 RUNS,Mumbai Indians 145 (18.5 OV),Kolkata Knight Riders 169 (19.5 OV ),https://www.iplt20.com/match/2024/1433
2024,MATCH 50,"Rajiv Gandhi International Stadium, Hyderabad","MAY, THU 2 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 1 RUN,Sunrisers Hyderabad 201/3 (20.0 OV),Rajasthan Royals 200/7 (20.0 OV ),https://www.iplt20.com/match/2024/1432
2024,MATCH 49,"MA Chidambaram Stadium, Chennai","MAY, WED 1 , 7:30 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Chennai Super Kings 162/7 (20.0 OV),Punjab Kings 163/3 (17.5 OV ),https://www.iplt20.com/match/2024/1431
2024,MATCH 48,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, TUE 30 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 4 WICKETS,Lucknow Super Giants 145/6 (19.2 OV),Mumbai Indians 144/7 (20.0 OV ),https://www.iplt20.com/match/2024/1430
2024,MATCH 47,"Eden Gardens, Kolkata","APR, MON 29 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Kolkata Knight Riders 157/3 (16.3 OV),Delhi Capitals 153/9 (20.0 OV ),https://www.iplt20.com/match/2024/1429
2024,MATCH 46,"MA Chidambaram Stadium, Chennai","APR, SUN 28 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 78 RUNS,Chennai Super Kings 212/3 (20.0 OV),Sunrisers Hyderabad 134 (18.5 OV ),https://www.iplt20.com/match/2024/1428
2024,MATCH 45,"Narendra Modi Stadium, Ahmedabad","APR, SUN 28 , 3:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 9 WICKETS,Gujarat Titans 200/3 (20.0 OV),Royal Challengers Bengaluru 206/1 (16.0 OV ),https://www.iplt20.com/match/2024/1427
2024,MATCH 44,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, SAT 27 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Lucknow Super Giants 196/5 (20.0 OV),Rajasthan Royals 199/3 (19.0 OV ),https://www.iplt20.com/match/2024/1426
2024,MATCH 43,"Arun Jaitley Stadium, Delhi","APR, SAT 27 , 3:30 pm IST",DELHI CAPITALS WON BY 10 RUNS,Delhi Capitals 257/4 (20.0 OV),Mumbai Indians 247/9 (20.0 OV ),https://www.iplt20.com/match/2024/1425
2024,MATCH 42,"Eden Gardens, Kolkata","APR, FRI 26 , 7:30 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Kolkata Knight Riders 261/6 (20.0 OV),Punjab Kings 262/2 (18.4 OV ),https://www.iplt20.com/match/2024/1424
2024,MATCH 41,"Rajiv Gandhi International Stadium, Hyderabad","APR, THU 25 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 35 RUNS,Sunrisers Hyderabad 171/8 (20.0 OV),Royal Challengers Bengaluru 206/7 (20.0 OV ),https://www.iplt20.com/match/2024/1423
2024,MATCH 40,"Arun Jaitley Stadium, Delhi","APR, WED 24 , 7:30 pm IST",DELHI CAPITALS WON BY 4 RUNS,Delhi Capitals 224/4 (20.0 OV),Gujarat Titans 220/8 (20.0 OV ),https://www.iplt20.com/match/2024/1422
2024,MATCH 39,"MA Chidambaram Stadium, Chennai","APR, TUE 23 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 6 WICKETS,Chennai Super Kings 210/4 (20.0 OV),Lucknow Super Giants 213/4 (19.3 OV ),https://www.iplt20.com/match/2024/1421
2024,MATCH 38,"Sawai Mansingh Stadium, Jaipur","APR, MON 22 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 9 WICKETS,Rajasthan Royals 183/1 (18.4 OV),Mumbai Indians 179/9 (20.0 OV ),https://www.iplt20.com/match/2024/1420
2024,MATCH 37,"PCA New Stadium, Mullanpur","APR, SUN 21 , 7:30 pm IST",GUJARAT TITANS WON BY 3 WICKETS,Punjab Kings 142 (20.0 OV),Gujarat Titans 146/7 (19.1 OV ),https://www.iplt20.com/match/2024/1419
2024,MATCH 36,"Eden Gardens, Kolkata","APR, SUN 21 , 3:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 1 RUN,Kolkata Knight Riders 222/6 (20.0 OV),Royal Challengers Bengaluru 221 (20.0 OV ),https://www.iplt20.com/match/2024/1418
2024,MATCH 35,"Arun Jaitley Stadium, Delhi","APR, SAT 20 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 67 RUNS,Delhi Capitals 199 (19.1 OV),Sunrisers Hyderabad 266/7 (20.0 OV ),https://www.iplt20.com/match/2024/1417
2024,MATCH 34,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, FRI 19 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 8 WICKETS,Lucknow Super Giants 180/2 (19.0 OV),Chennai Super Kings 176/6 (20.0 OV ),https://www.iplt20.com/match/2024/1416
2024,MATCH 33,"PCA New Stadium, Mullanpur","APR, THU 18 , 7:30 pm IST",MUMBAI INDIANS WON BY 9 RUNS,Punjab Kings 183 (19.1 OV),Mumbai Indians 192/7 (20.0 OV ),https://www.iplt20.com/match/2024/1415
2024,MATCH 32,"Narendra Modi Stadium, Ahmedabad","APR, WED 17 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,Gujarat Titans 89 (17.3 OV),Delhi Capitals 92/4 (8.5 OV ),https://www.iplt20.com/match/2024/1413
2024,MATCH 31,"Eden Gardens, Kolkata","APR, TUE 16 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 2 WICKETS,Kolkata Knight Riders 223/6 (20.0 OV),Rajasthan Royals 224/8 (20.0 OV ),https://www.iplt20.com/match/2024/1414
2024,MATCH 30,"M Chinnaswamy Stadium, Bengaluru","APR, MON 15 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 25 RUNS,Royal Challengers Bengaluru 262/7 (20.0 OV),Sunrisers Hyderabad 287/3 (20.0 OV ),https://www.iplt20.com/match/2024/1412
2024,MATCH 29,"Wankhede Stadium, Mumbai","APR, SUN 14 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 20 RUNS,Mumbai Indians 186/6 (20.0 OV),Chennai Super Kings 206/4 (20.0 OV ),https://www.iplt20.com/match/2024/1411
2024,MATCH 28,"Eden Gardens, Kolkata","APR, SUN 14 , 3:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders 162/2 (15.4 OV),Lucknow Super Giants 161/7 (20.0 OV ),https://www.iplt20.com/match/2024/1410
2024,MATCH 27,"PCA New Stadium, Mullanpur","APR, SAT 13 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,Punjab Kings 147/8 (20.0 OV),Rajasthan Royals 152/7 (19.5 OV ),https://www.iplt20.com/match/2024/1409
2024,MATCH 26,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, FRI 12 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,Lucknow Super Giants 167/7 (20.0 OV),Delhi Capitals 170/4 (18.1 OV ),https://www.iplt20.com/match/2024/1408
2024,MATCH 25,"Wankhede Stadium, Mumbai","APR, THU 11 , 7:30 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians 199/3 (15.3 OV),Royal Challengers Bengaluru 196/8 (20.0 OV ),https://www.iplt20.com/match/2024/1407
2024,MATCH 24,"Sawai Mansingh Stadium, Jaipur","APR, WED 10 , 7:30 pm IST",GUJARAT TITANS WON BY 3 WICKETS,Rajasthan Royals 196/3 (20.0 OV),Gujarat Titans 199/7 (20.0 OV ),https://www.iplt20.com/match/2024/1406
2024,MATCH 23,"PCA New Stadium, Mullanpur","APR, TUE 9 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 2 RUNS,Punjab Kings 180/6 (20.0 OV),Sunrisers Hyderabad 182/9 (20.0 OV ),https://www.iplt20.com/match/2024/1405
2024,MATCH 22,"MA Chidambaram Stadium, Chennai","APR, MON 8 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings 141/3 (17.4 OV),Kolkata Knight Riders 137/9 (20.0 OV ),https://www.iplt20.com/match/2024/1404
2024,MATCH 21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","APR, SUN 7 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 33 RUNS,Lucknow Super Giants 163/5 (20.0 OV),Gujarat Titans 130 (18.5 OV ),https://www.iplt20.com/match/2024/1374
2024,MATCH 20,"Wankhede Stadium, Mumbai","APR, SUN 7 , 3:30 pm IST",MUMBAI INDIANS WON BY 29 RUNS,Mumbai Indians 234/5 (20.0 OV),Delhi Capitals 205/8 (20.0 OV ),https://www.iplt20.com/match/2024/1373
2024,MATCH 19,"Sawai Mansingh Stadium, Jaipur","APR, SAT 6 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,Rajasthan Royals 189/4 (19.1 OV),Royal Challengers Bengaluru 183/3 (20.0 OV ),https://www.iplt20.com/match/2024/1372
2024,MATCH 18,"Rajiv Gandhi International Stadium, Hyderabad","APR, FRI 5 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,Sunrisers Hyderabad 166/4 (18.1 OV),Chennai Super Kings 165/5 (20.0 OV ),https://www.iplt20.com/match/2024/1371
2024,MATCH 17,"Narendra Modi Stadium, Ahmedabad","APR, THU 4 , 7:30 pm IST",PUNJAB KINGS WON BY 3 WICKETS,Gujarat Titans 199/4 (20.0 OV),Punjab Kings 200/7 (19.5 OV ),https://www.iplt20.com/match/2024/1370
2024,MATCH 16,"Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","APR, WED 3 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 106 RUNS,Delhi Capitals 166 (17.2 OV),Kolkata Knight Riders 272/7 (20.0 OV ),https://www.iplt20.com/match/2024/1369
2024,MATCH 15,"M Chinnaswamy Stadium, Bengaluru","APR, TUE 2 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 28 RUNS,Royal Challengers Bengaluru 153 (19.4 OV),Lucknow Super Giants 181/5 (20.0 OV ),https://www.iplt20.com/match/2024/1368
2024,MATCH 14,"Wankhede Stadium, Mumbai","APR, MON 1 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,Mumbai Indians 125/9 (20.0 OV),Rajasthan Royals 127/4 (15.3 OV ),https://www.iplt20.com/match/2024/1367
2024,MATCH 13,"Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","MAR, SUN 31 , 7:30 pm IST",DELHI CAPITALS WON BY 20 RUNS,Delhi Capitals 191/5 (20.0 OV),Chennai Super Kings 171/6 (20.0 OV ),https://www.iplt20.com/match/2024/1366
2024,MATCH 12,"Narendra Modi Stadium, Ahmedabad","MAR, SUN 31 , 3:30 pm IST",GUJARAT TITANS WON BY 7 WICKETS,Gujarat Titans 168/3 (19.1 OV),Sunrisers Hyderabad 162/8 (20.0 OV ),https://www.iplt20.com/match/2024/1365
2024,MATCH 11,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","MAR, SAT 30 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 21 RUNS,Lucknow Super Giants 199/8 (20.0 OV),Punjab Kings 178/5 (20.0 OV ),https://www.iplt20.com/match/2024/1364
2024,MATCH 10,"M Chinnaswamy Stadium, Bengaluru","MAR, FRI 29 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Royal Challengers Bengaluru 182/6 (20.0 OV),Kolkata Knight Riders 186/3 (16.5 OV ),https://www.iplt20.com/match/2024/1363
2024,MATCH 9,"Sawai Mansingh Stadium, Jaipur","MAR, THU 28 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 12 RUNS,Rajasthan Royals 185/5 (20.0 OV),Delhi Capitals 173/5 (20.0 OV ),https://www.iplt20.com/match/2024/1362
2024,MATCH 8,"Rajiv Gandhi International Stadium, Hyderabad","MAR, WED 27 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 31 RUNS,Sunrisers Hyderabad 277/3 (20.0 OV),Mumbai Indians 246/5 (20.0 OV ),https://www.iplt20.com/match/2024/1361
2024,MATCH 7,"MA Chidambaram Stadium, Chennai","MAR, TUE 26 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 63 RUNS,Chennai Super Kings 206/6 (20.0 OV),Gujarat Titans 143/8 (20.0 OV ),https://www.iplt20.com/match/2024/1360
2024,MATCH 6,"M Chinnaswamy Stadium, Bengaluru","MAR, MON 25 , 7:30 pm IST",ROYAL CHALLENGERS BENGALURU WON BY 4 WICKETS,Royal Challengers Bengaluru 178/6 (19.2 OV),Punjab Kings 176/6 (20.0 OV ),https://www.iplt20.com/match/2024/1359
2024,MATCH 5,"Narendra Modi Stadium, Ahmedabad","MAR, SUN 24 , 7:30 pm IST",GUJARAT TITANS WON BY 6 RUNS,Gujarat Titans 168/6 (20.0 OV),Mumbai Indians 162/9 (20.0 OV ),https://www.iplt20.com/match/2024/1358
2024,MATCH 4,"Sawai Mansingh Stadium, Jaipur","MAR, SUN 24 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 20 RUNS,Rajasthan Royals 193/4 (20.0 OV),Lucknow Super Giants 173/6 (20.0 OV ),https://www.iplt20.com/match/2024/1357
2024,MATCH 3,"Eden Gardens, Kolkata","MAR, SAT 23 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 RUNS,Kolkata Knight Riders 208/7 (20.0 OV),Sunrisers Hyderabad 204/7 (20.0 OV ),https://www.iplt20.com/match/2024/1356
